,pagenumber,form,OID,Domain,order,PreText,Question,CDASH,CDASHTYPE,SDTM,SDTMTYPE,codename,codelist,class,x,y,height,width
582,75.0,Maternal/ Paternal/ Relative History,PV_MAT_PAT_HIST,,19.0,Occurred,,PVPRGHYN,SANOFI,,,NY_YN,Y;N,question,70.866,227.671,15.744,44.604
583,75.0,Maternal/ Paternal/ Relative History,PV_MAT_PAT_HIST,,20.0,Specify (Relatives and Details),,PVPRGSP,SANOFI,,,,,question,70.866,192.671,15.744,149.448
584,75.0,Maternal/ Paternal/ Relative History,PV_MAT_PAT_HIST,,21.0,Maternal/ Paternal/ Relative Obstetrical History,,PVPRGH,SANOFI,,,,,question,70.866,172.671,15.744,229.632
585,75.0,Maternal/ Paternal/ Relative History,PV_MAT_PAT_HIST,,22.0,Occurred,,PVPRGHYN,SANOFI,,,NY_YN,Y;N,question,70.866,141.671,15.744,44.604
586,75.0,Maternal/ Paternal/ Relative History,PV_MAT_PAT_HIST,,23.0,Specify (Relatives and Details),,PVPRGSP,SANOFI,,,,,question,70.866,106.671,15.744,149.448
587,75.0,Maternal/ Paternal/ Relative History,PV_MAT_PAT_HIST,,24.0,Maternal/ Paternal/ Relative Obstetrical History,,PVPRGH,SANOFI,,,,,question,70.866,86.671,15.744,229.632
588,75.0,Maternal/ Paternal/ Relative History,PV_MAT_PAT_HIST,,25.0,Occurred,,PVPRGHYN,SANOFI,,,NY_YN,Y;N,question,70.866,69.671,15.744,44.604
589,76.0,Maternal/ Paternal/ Relative History,PV_MAT_PAT_HIST,,2.0,Specify (Relatives and Details),,PVPRGSP,SANOFI,,,,,question,70.866,647.671,15.744,149.448
590,77.0,Prenatal Testing,PV_PRENATAL,AE,2.0,Related AE ID,What is the adverse event identifier?,AESPID,IG,AESPID,IG,,,question,70.866,666.671,15.744,71.232
592,77.0,Prenatal Testing,PV_PRENATAL,,3.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,646.671,15.744,61.248
983,77.0,Prenatal Testing,PV_PRENATAL,,4.0,Examination Details for Genetics Screening and Other Examination,,PVEXADTL,SANOFI,,,,,question,70.866,629.671,15.744,261.66
593,77.0,Prenatal Testing,PV_PRENATAL,,5.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,615.671,15.744,61.248
594,77.0,Prenatal Testing,PV_PRENATAL,,6.0,Examination Date,,PVEXADAT,SANOFI,,,,,question,70.866,598.671,15.744,86.868
595,77.0,Prenatal Testing,PV_PRENATAL,,7.0,Result,,PVEXANAB,SANOFI,,,NORMABNM_01,NORMAL;ABNORMAL,question,70.866,581.671,15.744,30.624
596,77.0,Prenatal Testing,PV_PRENATAL,,8.0,Abnormalities,,PVEXASP,SANOFI,,,,,question,70.866,546.671,15.744,68.58
597,77.0,Prenatal Testing,PV_PRENATAL,,9.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,526.671,15.744,61.248
598,77.0,Prenatal Testing,PV_PRENATAL,,11.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,481.671,15.744,61.248
599,77.0,Prenatal Testing,PV_PRENATAL,,12.0,Examination Date,,PVEXADAT,SANOFI,,,,,question,70.866,464.671,15.744,86.868
600,77.0,Prenatal Testing,PV_PRENATAL,,13.0,Result,,PVEXANAB,SANOFI,,,NORMABNM_01,NORMAL;ABNORMAL,question,70.866,447.671,15.744,30.624
601,77.0,Prenatal Testing,PV_PRENATAL,,14.0,Abnormalities,,PVEXASP,SANOFI,,,,,question,70.866,412.671,15.744,68.58
602,77.0,Prenatal Testing,PV_PRENATAL,,15.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,392.671,15.744,61.248
603,77.0,Prenatal Testing,PV_PRENATAL,,17.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,361.671,15.744,61.248
604,77.0,Prenatal Testing,PV_PRENATAL,,18.0,Examination Date,,PVEXADAT,SANOFI,,,,,question,70.866,344.671,15.744,86.868
605,77.0,Prenatal Testing,PV_PRENATAL,,19.0,Result,,PVEXANAB,SANOFI,,,NORMABNM_01,NORMAL;ABNORMAL,question,70.866,327.671,15.744,30.624
606,77.0,Prenatal Testing,PV_PRENATAL,,20.0,Abnormalities,,PVEXASP,SANOFI,,,,,question,70.866,292.671,15.744,68.58
607,77.0,Prenatal Testing,PV_PRENATAL,,21.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,272.671,15.744,61.248
608,77.0,Prenatal Testing,PV_PRENATAL,,23.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,241.671,15.744,61.248
609,77.0,Prenatal Testing,PV_PRENATAL,,24.0,Examination Date,,PVEXADAT,SANOFI,,,,,question,70.866,224.671,15.744,86.868
610,77.0,Prenatal Testing,PV_PRENATAL,,25.0,Result,,PVEXANAB,SANOFI,,,NORMABNM_01,NORMAL;ABNORMAL,question,70.866,207.671,15.744,30.624
611,77.0,Prenatal Testing,PV_PRENATAL,,26.0,Abnormalities,,PVEXASP,SANOFI,,,,,question,70.866,172.671,15.744,68.58
612,77.0,Prenatal Testing,PV_PRENATAL,,27.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,152.671,15.744,61.248
613,77.0,Prenatal Testing,PV_PRENATAL,,29.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,121.671,15.744,61.248
614,77.0,Prenatal Testing,PV_PRENATAL,,30.0,Examination Date,,PVEXADAT,SANOFI,,,,,question,70.866,104.671,15.744,86.868
615,77.0,Prenatal Testing,PV_PRENATAL,,31.0,Result,,PVEXANAB,SANOFI,,,NORMABNM_01,NORMAL;ABNORMAL,question,70.866,87.671,15.744,30.624
616,78.0,Prenatal Testing,PV_PRENATAL,,2.0,Abnormalities,,PVEXASP,SANOFI,,,,,question,70.866,666.671,15.744,68.58
617,78.0,Prenatal Testing,PV_PRENATAL,,3.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,646.671,15.744,61.248
618,78.0,Prenatal Testing,PV_PRENATAL,,5.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,601.671,15.744,61.248
619,78.0,Prenatal Testing,PV_PRENATAL,,6.0,Examination Date,,PVEXADAT,SANOFI,,,,,question,70.866,584.671,15.744,86.868
620,78.0,Prenatal Testing,PV_PRENATAL,,7.0,Result,,PVEXANAB,SANOFI,,,NORMABNM_01,NORMAL;ABNORMAL,question,70.866,567.671,15.744,30.624
621,78.0,Prenatal Testing,PV_PRENATAL,,8.0,Abnormalities,,PVEXASP,SANOFI,,,,,question,70.866,532.671,15.744,68.58
622,78.0,Prenatal Testing,PV_PRENATAL,,9.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,512.671,15.744,61.248
623,78.0,Prenatal Testing,PV_PRENATAL,,11.0,Examination,,PVEXA,SANOFI,,,,,question,70.866,481.671,15.744,61.248
624,78.0,Prenatal Testing,PV_PRENATAL,,12.0,Examination Date,,PVEXADAT,SANOFI,,,,,question,70.866,464.671,15.744,86.868
625,78.0,Prenatal Testing,PV_PRENATAL,,13.0,Result,,PVEXANAB,SANOFI,,,NORMABNM_01,NORMAL;ABNORMAL,question,70.866,447.671,15.744,30.624
626,78.0,Prenatal Testing,PV_PRENATAL,,14.0,Abnormalities,,PVEXASP,SANOFI,,,,,question,70.866,412.671,15.744,68.58
627,79.0,Pregnancy Outcome,PV_OUTCOME,AE,2.0,Related AE ID,What is the adverse event identifier?,AESPID,IG,AESPID,IG,,,question,70.866,666.671,15.744,71.232
984,79.0,Pregnancy Outcome,PV_OUTCOME,,3.0,"Delivery, Spontaneous Abortion, Termination or Fetal Death Date",,PVDLDAT,SANOFI,,,,,question,70.866,649.671,15.744,292.356
629,79.0,Pregnancy Outcome,PV_OUTCOME,,5.0,Enter Details for each Child/Fetus,,PROMPT_PVCHSEX,SANOFI,,,,,question,70.866,618.659,15.948,166.464
630,79.0,Pregnancy Outcome,PV_OUTCOME,,6.0,Sex,,PVCHSEX,SANOFI,,,SEX,M;F,question,70.866,601.671,15.744,17.988
631,79.0,Pregnancy Outcome,PV_OUTCOME,,7.0,APGAR Score (1 min),,PVAPGAR1,SANOFI,,,,,question,70.866,566.671,15.744,109.596
632,79.0,Pregnancy Outcome,PV_OUTCOME,,8.0,APGAR Score (5 min),,PVAPGAR2,SANOFI,,,,,question,70.866,549.671,15.744,109.596
633,79.0,Pregnancy Outcome,PV_OUTCOME,,9.0,Delivery Mode,,PVDLMODE,SANOFI,,,PV_DELMODE,VAGINAL;CAESAREAN SECTION,question,70.866,532.671,15.744,72.924
634,79.0,Pregnancy Outcome,PV_OUTCOME,,10.0,Week of Gestation,,PVGESWK,SANOFI,,,,,question,70.866,497.671,15.744,89.88
635,79.0,Pregnancy Outcome,PV_OUTCOME,,11.0,Weight (g),,PVCHWT,SANOFI,,,,,question,70.866,480.671,15.744,52.272
636,79.0,Pregnancy Outcome,PV_OUTCOME,,12.0,Height (cm),,PVCHHT,SANOFI,,,,,question,70.866,463.671,15.744,58.26
637,79.0,Pregnancy Outcome,PV_OUTCOME,,13.0,Head Circum (cm),,PVCHHC,SANOFI,,,,,question,70.866,446.671,15.744,89.88
638,79.0,Pregnancy Outcome,PV_OUTCOME,,14.0,Outcome,,PVCHOUT,SANOFI,,,PV_OUTCOME,NORMAL LIVE BIRTH;ABNORMAL LIVE BIRTH;STILLBIRTH;LATE FETAL DEATH (AT LEAST 28 WEEKS OF GESTATION);EARLY FETAL DEATH (20-27 WEEKS OF GESTATION);SPONTANEOUS ABORTION (LESS THAN 20 WEEKS OF GESTATION);ECTOPIC PREGNANCY;ELECTIVE TERMINATION;MATERNAL DEATH RESULTING IN FETAL DEATH,question,70.866,429.671,15.744,43.944
639,79.0,Pregnancy Outcome,PV_OUTCOME,,15.0,Congenital Anomaly,,PVCHANYN,SANOFI,,,NY_YN,Y;N,question,70.866,234.671,15.744,100.224
640,79.0,Pregnancy Outcome,PV_OUTCOME,,16.0,"If Yes, specify Anomaly",,PVCHSP,SANOFI,,,,,question,70.866,199.671,15.744,117.888
641,79.0,Pregnancy Outcome,PV_OUTCOME,,17.0,If Neonate Death: Cause,,PVCHDTSP,SANOFI,,,,,question,70.866,182.671,15.744,118.164
985,79.0,Pregnancy Outcome,PV_OUTCOME,,18.0,"In case of abortion, fetal death or maternal death, was an autopsy performed?",,PVAUTYN,SANOFI,,,,,question,70.866,165.671,15.744,311.94
642,79.0,Pregnancy Outcome,PV_OUTCOME,,20.0,If Autopsy: Results,,PVAUTOCM,SANOFI,,,,,question,75.866,114.671,15.744,93.264
643,79.0,Pregnancy Outcome,PV_OUTCOME,,21.0,Labor/Delivery,,PROMPT_PVDLMO,SANOFI,,,,,question,70.866,97.659,15.948,73.908
644,79.0,Pregnancy Outcome,PV_OUTCOME,,22.0,Complication during Labor or Delivery,,PVDLCPYN,SANOFI,,,NY_YN,Y;N,question,75.866,80.671,15.744,189.132
645,80.0,Pregnancy Outcome,PV_OUTCOME,,2.0,"If any complication, specify",,PVDLCPSP,SANOFI,,,,,question,80.866,666.671,15.744,134.496
986,80.0,Pregnancy Outcome,PV_OUTCOME,,3.0,"Medication during Labor (If Yes, report in Medication linked to Pregnancy CRF)",,PVDLCMYN,SANOFI,,,,,question,75.866,649.671,15.744,307.008
646,80.0,Pregnancy Outcome,PV_OUTCOME,,5.0,Clear Amniotic Fluid,,PVCAMNYN,SANOFI,,,NY_YN,Y;N,question,75.866,614.671,15.744,102.54
647,80.0,Pregnancy Outcome,PV_OUTCOME,,6.0,Normal Placenta,,PVNPLAYN,SANOFI,,,NY_YN,Y;N,question,75.866,579.671,15.744,80.208
648,81.0,Newborn Condition,PV_NEWBORN,AE,2.0,Related AE ID,What is the adverse event identifier?,AESPID,IG,AESPID,IG,,,question,70.866,666.671,15.744,71.232
650,81.0,Newborn Condition,PV_NEWBORN,,3.0,Newborn Condition,,PVNBCOND,SANOFI,,,,,question,70.866,646.671,15.744,95.604
651,81.0,Newborn Condition,PV_NEWBORN,,4.0,Occurred,,PVNBYN,SANOFI,,,NY_YN,Y;N,question,70.866,615.671,15.744,44.604
652,81.0,Newborn Condition,PV_NEWBORN,,5.0,"If yes, specify",,PVNBSP,SANOFI,,,,,question,70.866,580.671,15.744,67.596
653,81.0,Newborn Condition,PV_NEWBORN,,6.0,Newborn Condition,,PVNBCOND,SANOFI,,,,,question,70.866,560.671,15.744,95.604
654,81.0,Newborn Condition,PV_NEWBORN,,7.0,Occurred,,PVNBYN,SANOFI,,,NY_YN,Y;N,question,70.866,543.671,15.744,44.604
655,81.0,Newborn Condition,PV_NEWBORN,,8.0,"If yes, specify",,PVNBSP,SANOFI,,,,,question,70.866,508.671,15.744,67.596
656,81.0,Newborn Condition,PV_NEWBORN,,9.0,Newborn Condition,,PVNBCOND,SANOFI,,,,,question,70.866,488.671,15.744,95.604
657,81.0,Newborn Condition,PV_NEWBORN,,10.0,Occurred,,PVNBYN,SANOFI,,,NY_YN,Y;N,question,70.866,457.671,15.744,44.604
658,81.0,Newborn Condition,PV_NEWBORN,,11.0,"If yes, specify",,PVNBSP,SANOFI,,,,,question,70.866,422.671,15.744,67.596
659,81.0,Newborn Condition,PV_NEWBORN,,12.0,Newborn Condition,,PVNBCOND,SANOFI,,,,,question,70.866,402.671,15.744,95.604
660,81.0,Newborn Condition,PV_NEWBORN,,13.0,Occurred,,PVNBYN,SANOFI,,,NY_YN,Y;N,question,70.866,371.671,15.744,44.604
661,81.0,Newborn Condition,PV_NEWBORN,,14.0,"If yes, specify",,PVNBSP,SANOFI,,,,,question,70.866,336.671,15.744,67.596
662,81.0,Newborn Condition,PV_NEWBORN,,15.0,Newborn Condition,,PVNBCOND,SANOFI,,,,,question,70.866,316.671,15.744,95.604
663,81.0,Newborn Condition,PV_NEWBORN,,16.0,Occurred,,PVNBYN,SANOFI,,,NY_YN,Y;N,question,70.866,299.671,15.744,44.604
664,81.0,Newborn Condition,PV_NEWBORN,,17.0,"If yes, specify",,PVNBSP,SANOFI,,,,,question,70.866,264.671,15.744,67.596
665,81.0,Newborn Condition,PV_NEWBORN,,18.0,Newborn Condition,,PVNBCOND,SANOFI,,,,,question,70.866,244.671,15.744,95.604
666,81.0,Newborn Condition,PV_NEWBORN,,19.0,Occurred,,PVNBYN,SANOFI,,,NY_YN,Y;N,question,70.866,171.671,15.744,44.604
667,81.0,Newborn Condition,PV_NEWBORN,,20.0,"If yes, specify",,PVNBSP,SANOFI,,,,,question,70.866,136.671,15.744,67.596
668,82.0,Medications linked to Pregnancy,PV_MED_PREG,AE,2.0,Related AE ID,What is the adverse event identifier?,AESPID,IG,AESPID,IG,,,question,70.866,666.671,15.744,71.232
670,82.0,Medications linked to Pregnancy,PV_MED_PREG,,3.0,Product,,PVCMTERM,SANOFI,,,,,question,70.866,649.671,15.744,37.308
671,82.0,Medications linked to Pregnancy,PV_MED_PREG,,4.0,Prior to or at Time of Conception,,PVCMPRIO,SANOFI,,,,,question,70.866,632.671,15.744,160.5
672,82.0,Medications linked to Pregnancy,PV_MED_PREG,,5.0,During Pregnancy,,PVCMDURI,SANOFI,,,,,question,70.866,615.671,15.744,87.6
673,82.0,Medications linked to Pregnancy,PV_MED_PREG,,6.0,Labor and Delivery,,PVCMDEL,SANOFI,,,,,question,70.866,598.671,15.744,93.888
674,82.0,Medications linked to Pregnancy,PV_MED_PREG,,7.0,Breast Feeding,,PVCMBREA,SANOFI,,,,,question,70.866,581.671,15.744,72.24
675,82.0,Medications linked to Pregnancy,PV_MED_PREG,,8.0,Indication,,PVCMINDI,SANOFI,,,,,question,70.866,564.671,15.744,48.6
676,82.0,Medications linked to Pregnancy,PV_MED_PREG,,9.0,Dose and Unit,,PVCMDOSE,SANOFI,,,,,question,70.866,547.671,15.744,69.276
677,82.0,Medications linked to Pregnancy,PV_MED_PREG,,10.0,Route,,PVCMROUT,SANOFI,,,ROUTE,AURICULAR (OTIC);BUCCAL;CONJUNCTIVAL;CUTANEOUS;DENTAL;DIETARY;ELECTRO-OSMOSIS;ENDOCERVICAL;ENDOSINUSIAL;ENDOTRACHEAL;ENTERAL;EPIDURAL;EXTRA-AMNIOTIC;EXTRACORPOREAL;HEMODIALYSIS;INFILTRATION;INTERSTITIAL;INTRA-ABDOMINAL;INTRA-AMNIOTIC;INTRA-ARTERIAL;INTRA-ARTICULAR;INTRABILIARY;INTRABRONCHIAL;INTRABURSAL;INTRACAMERAL;INTRACARDIAC;INTRACARTILAGINOUS;INTRACAUDAL;INTRACAVERNOUS;INTRACAVITARY;INTRACEREBRAL;INTRACISTERNAL;INTRACORNEAL;INTRACORONAL- DENTAL;INTRACORONARY;INTRACORPORUS CAVERNOSUM;INTRADERMAL;INTRADISCAL;INTRADUCTAL;INTRADUODENAL;INTRADURAL;INTRAEPIDERMAL;INTRAESOPHAGEAL;INTRAGASTRIC;INTRAGINGIVAL;INTRAHEPATIC;INTRAILEAL;INTRAJEJUNAL;INTRALESIONAL;INTRALUMINAL;INTRALYMPHATIC;INTRAMEDULLARY;INTRAMENINGEAL;INTRAMUSCULAR;INTRAMUSCULAR OR SUBCUTANEOUS;INTRANODAL;INTRAOCULAR;INTRAOVARIAN;INTRAPALATAL;INTRAPARENCHYMAL;INTRAPERICARDIAL;INTRAPERITONEAL;INTRAPLEURAL;INTRAPROSTATIC;INTRAPULMONARY;INTRASINAL;INTRASPINAL;INTRASTOMAL;INTRASYNOVIAL;INTRATENDINOUS;INTRATESTICULAR;INTRATHECAL;INTRATHORACIC;INTRATUBULAR;INTRATUMOR;INTRATYMPANIC;INTRAUTERINE;INTRAVASCULAR;INTRAVENOUS;INTRAVENOUS BOLUS;INTRAVENOUS DRIP;INTRAVENTRICULAR;INTRAVESICAL;INTRAVITREAL;IONTOPHORESIS;IRRIGATION;LARYNGEAL;NASAL;NASOGASTRIC;OCCLUSIVE DRESSING TECHNIQUE;OPHTHALMIC;ORAL;ORAL GAVAGE;OROMUCOSAL;OROPHARYNGEAL;PARENTERAL;PERCUTANEOUS;PERIARTICULAR;PERIDURAL;PERINEURAL;PERIODONTAL;PERIVENOUS;RECTAL;RESPIRATORY (INHALATION);RETROBULBAR;SOFT TISSUE;SUBARACHNOID;SUBCONJUNCTIVAL;SUBCUTANEOUS;SUBLINGUAL;SUBMUCOSAL;SUBTENON;TOPICAL;TRANSDERMAL;TRANSMAMMARY;TRANSMUCOSAL;TRANSPLACENTAL;TRANSTRACHEAL;TRANSTYMPANIC;UNASSIGNED;URETERAL;URETHRAL;VAGINAL;OTHER;UNKNOWN;NOT APPLICABLE,question,70.866,530.671,15.744,28.632
678,85.0,Medications linked to Pregnancy,PV_MED_PREG,,2.0,Start Date,,PVCMSDAT,SANOFI,,,,,question,70.866,327.671,15.744,48.252
679,85.0,Medications linked to Pregnancy,PV_MED_PREG,,3.0,End Date,,PVCMEDAT,SANOFI,,,,,question,70.866,310.671,15.744,44.94
680,85.0,Medications linked to Pregnancy,PV_MED_PREG,,4.0,Duration (Days) (If start or end dates are not known),,PVCMDURA,SANOFI,,,,,question,70.866,293.671,15.744,253.428
681,86.0,Non Serious Adverse Events occurring during Pregnancy,PV_NSAE_PREG,AE,2.0,Related AE ID,What is the adverse event identifier?,AESPID,IG,AESPID,IG,,,question,70.866,666.671,15.744,71.232
987,86.0,Non Serious Adverse Events occurring during Pregnancy,PV_NSAE_PREG,,3.0,Did the mother experience any relevant non-serious adverse events during the pregnancy?,,PVNSAEYN,SANOFI,,,,,question,70.866,649.671,15.744,287.976
988,86.0,Non Serious Adverse Events occurring during Pregnancy,PV_NSAE_PREG,,5.0,"If Yes, describe (Diagnosis, start date, stop date and corrective medication)",,PVNSAECM,SANOFI,,,,,question,70.866,614.671,15.744,300.288
683,87.0,6 Month Follow-up,PV_MONTH_FOLLOWUP,,2.0,To be completed only if it is required by local regulation.,,PROMPT_AESPID,SANOFI,,,,,question,70.866,666.659,15.948,274.704
684,87.0,6 Month Follow-up,PV_MONTH_FOLLOWUP,,3.0,Provide information on the neonate outcome at 6 months after birth ( i.e. neonate's health status).,,PROMPT_AESPID2,SANOFI,,,,,question,70.866,649.659,15.948,469.476
685,87.0,6 Month Follow-up,PV_MONTH_FOLLOWUP,AE,4.0,Related AE ID,What is the adverse event identifier?,AESPID,IG,AESPID,IG,,,question,70.866,618.671,15.744,71.232
687,87.0,6 Month Follow-up,PV_MONTH_FOLLOWUP,,5.0,6 Months Follow-up,,PV6MTHFU,SANOFI,,,,,question,70.866,601.671,15.744,98.64
688,88.0,Adverse Events YesNo,AE_YN,AE,2.0,Category of Adverse Event,What is the category of the adverse event?,AECAT,IG,AECAT,IG,AECAT,ADVERSE EVENT;ADVERSE EVENT OF SPECIAL INTEREST;ALLERGIC REACTION;ALT INCREASE;ASTHMA EXACERBATION EVENT;BLEEDING EVENT;BONE FRACTURE;DRUG ALLERGY EVENT;EPISTAXIS EVENT;FOREIGN BODY REACTION EVENT;HYPERCALCEMIA;HYPOGLYCEMIA;INCREASED CALCITONIN;INCREASED LIPASE/AMYLASE;INFECTION EVENT;INJECTION SITE REACTION;METABOLIC ACIDOSIS EVENT;NEUROLOGIC DISORDER;OVERDOSE;PANCREATIC EVENT;PERIPHERAL NEUROPATHY EVENT;PREGNANCY;RENAL FAILURE;SERIOUS HYPOGLYCEMIA;SOLICITED;SUSPECTED OR CONFIRMED CEREBROVASCULAR EVENT;SUSPECTED OR CONFIRMED DIABETIC KETOACIDOSIS;SUSPECTED OR CONFIRMED HEART FAILURE;SUSPECTED OR CONFIRMED MYOCARDIAL INFARCTION / UNSTABLE ANGINA;UNSOLICITED;VASCULITIS EVENT;OTHER,question,70.866,663.671,15.744,130.86
690,88.0,Adverse Events YesNo,AE_YN,AE,3.0,Subcategory of Adverse Event,What is the subcategory of the adverse event?,AESCAT,IG,AESCAT,IG,AESCAT_01,ADMINISTRATION SITE;SYSTEMIC,question,70.866,74.671,15.744,146.856
691,89.0,Adverse Events YesNo,AE_YN,,2.0,Were there any Adverse Event to report?,Were any adverse events experienced?,AEYN,IG,,,NY_YN,Y;N,question,70.866,647.671,15.744,196.404
692,89.0,Adverse Events YesNo,AE_YN,AE,3.0,Category of Adverse Event,What is the category of the adverse event?,AECAT,IG,AECAT,IG,AECAT,ADVERSE EVENT;ADVERSE EVENT OF SPECIAL INTEREST;ALLERGIC REACTION;ALT INCREASE;ASTHMA EXACERBATION EVENT;BLEEDING EVENT;BONE FRACTURE;DRUG ALLERGY EVENT;EPISTAXIS EVENT;FOREIGN BODY REACTION EVENT;HYPERCALCEMIA;HYPOGLYCEMIA;INCREASED CALCITONIN;INCREASED LIPASE/AMYLASE;INFECTION EVENT;INJECTION SITE REACTION;METABOLIC ACIDOSIS EVENT;NEUROLOGIC DISORDER;OVERDOSE;PANCREATIC EVENT;PERIPHERAL NEUROPATHY EVENT;PREGNANCY;RENAL FAILURE;SERIOUS HYPOGLYCEMIA;SOLICITED;SUSPECTED OR CONFIRMED CEREBROVASCULAR EVENT;SUSPECTED OR CONFIRMED DIABETIC KETOACIDOSIS;SUSPECTED OR CONFIRMED HEART FAILURE;SUSPECTED OR CONFIRMED MYOCARDIAL INFARCTION / UNSTABLE ANGINA;UNSOLICITED;VASCULITIS EVENT;OTHER,question,70.866,609.671,15.744,130.86
694,90.0,Adverse Events YesNo,AE_YN,AE,2.0,Subcategory of Adverse Event,What is the subcategory of the adverse event?,AESCAT,IG,AESCAT,IG,AESCAT_01,ADMINISTRATION SITE;SYSTEMIC,question,70.866,631.671,15.744,146.856
695,90.0,Adverse Events YesNo,AE_YN,,3.0,Were there any Adverse Event to report?,Were any adverse events experienced?,AEYN,IG,,,NY_YN,Y;N,question,70.866,596.671,15.744,196.404
696,91.0,Unsolicited Injection Site Reactions,AE_UISR,AE,2.0,Category of Adverse Event,What is the category of the adverse event?,AECAT,IG,AECAT,IG,AECAT,ADVERSE EVENT;ADVERSE EVENT OF SPECIAL INTEREST;ALLERGIC REACTION;ALT INCREASE;ASTHMA EXACERBATION EVENT;BLEEDING EVENT;BONE FRACTURE;DRUG ALLERGY EVENT;EPISTAXIS EVENT;FOREIGN BODY REACTION EVENT;HYPERCALCEMIA;HYPOGLYCEMIA;INCREASED CALCITONIN;INCREASED LIPASE/AMYLASE;INFECTION EVENT;INJECTION SITE REACTION;METABOLIC ACIDOSIS EVENT;NEUROLOGIC DISORDER;OVERDOSE;PANCREATIC EVENT;PERIPHERAL NEUROPATHY EVENT;PREGNANCY;RENAL FAILURE;SERIOUS HYPOGLYCEMIA;SOLICITED;SUSPECTED OR CONFIRMED CEREBROVASCULAR EVENT;SUSPECTED OR CONFIRMED DIABETIC KETOACIDOSIS;SUSPECTED OR CONFIRMED HEART FAILURE;SUSPECTED OR CONFIRMED MYOCARDIAL INFARCTION / UNSTABLE ANGINA;UNSOLICITED;VASCULITIS EVENT;OTHER,question,70.866,666.671,15.744,130.86
698,91.0,Unsolicited Injection Site Reactions,AE_UISR,AE,3.0,Subcategory of Adverse Event,What is the subcategory of the adverse event?,AESCAT,IG,AESCAT,IG,AESCAT_01,ADMINISTRATION SITE;SYSTEMIC,question,70.866,77.671,15.744,146.856
699,92.0,Unsolicited Injection Site Reactions,AE_UISR,AE,3.0,Unique ID,What is the adverse event identifier?,AESPID,IG,AESPID,IG,,,question,70.866,647.671,15.744,50.964
989,92.0,Unsolicited Injection Site Reactions,AE_UISR,,4.0,Enter any Unsolicited Injection Site Reactions occurring within the 28-day collection period as well as SAEs during the entire study period including during the 90-day fup period.,,PROMPT_UNSOL,SANOFI,,,,,question,70.866,630.659,15.948,480.42
701,92.0,Unsolicited Injection Site Reactions,AE_UISR,AE,6.0,Adverse Event,What is the adverse event term?,AETERM,IG,AETERM,IG,,,question,70.866,599.671,15.744,70.92
703,92.0,Unsolicited Injection Site Reactions,AE_UISR,AE,7.0,Start Date,What is the adverse event start date?,AESTDAT,IG,AESTDTC,IG,,,question,70.866,582.671,15.744,48.252
705,92.0,Unsolicited Injection Site Reactions,AE_UISR,SUPPAE,8.0,Appeared after Visit,,AECYCVID,SANOFI,AECYCVID,SANOFI,,,question,70.866,565.671,15.744,97.86
993,92.0,Unsolicited Injection Site Reactions,AE_UISR,,9.0,"If the reaction is ongoing, enter the Maximum Intensity/Measurement available at the time of reporting.",,PROMPT_AEONGO,SANOFI,,,,,question,70.866,548.659,15.948,446.832
706,92.0,Unsolicited Injection Site Reactions,AE_UISR,AE,11.0,Ongoing?,Is the adverse event ongoing?,AEONGO,IG,AEENRTPT; AEENRF,IG,,,question,80.866,517.671,15.744,47.304
994,92.0,Unsolicited Injection Site Reactions,AE_UISR,,12.0,"When the End Date is obtained, ensure that the Maximum Intensity/Measurement is still correct while considering the entire duration.",,PROMPT_AESEV1,SANOFI,,,,,question,70.866,500.659,15.948,460.176
707,92.0,Unsolicited Injection Site Reactions,AE_UISR,AE,14.0,End Date,What was the adverse event end date?,AEENDAT,IG,AEENDTC,IG,,,question,80.866,469.671,15.744,44.94
995,92.0,Unsolicited Injection Site Reactions,AE_UISR,,15.0,Enter the Maximum Measurement OR Maximum Intensity considering the entire Adverse Event duration.,,PROMPT_AESEV2,SANOFI,,,,,question,70.866,452.659,15.948,457.8
996,92.0,Unsolicited Injection Site Reactions,AE_UISR,SUPPAE,17.0,"Maximum Measurement (If the Maximum Measurement is missing, enter 'UNK' for Unknown.)",,AEMS,SANOFI,AEMS,SANOFI,,,question,75.866,421.671,15.948,280.38
